case_id,activity,lifecycle,resource,timestamp,amount,article,dismissal,expense,lastsent,matricola,notificationtype,paymentamount,points,totalpaymentamount,vehicleclass,activity_instance_id,.order
A1400,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8548,8548
A14001,Create Fine,complete,537,2007-06-07,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8549,8549
A14001,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8550,8550
A14001,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8551,8551
A14001,Insert Date Appeal to Prefecture,complete,NA,2007-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8552,8552
A14001,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8553,8553
A14001,Send Appeal to Prefecture,complete,NA,2011-12-25,NA,NA,NIL,NA,NA,NA,NA,NA,NA,NA,NA,8554,8554
A14003,Create Fine,complete,537,2007-06-07,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8555,8555
A14003,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8556,8556
A14003,Insert Fine Notification,complete,NA,2007-09-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8557,8557
A14003,Add penalty,complete,NA,2007-11-06,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8558,8558
A14003,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8559,8559
A14004,Create Fine,complete,537,2007-06-07,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8560,8560
A14004,Payment,complete,NA,2007-06-08,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8561,8561
A14005,Create Fine,complete,537,2007-06-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8562,8562
A14005,Payment,complete,NA,2007-06-08,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8563,8563
A14006,Create Fine,complete,537,2007-06-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8564,8564
A14006,Payment,complete,NA,2007-08-21,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8565,8565
A14007,Create Fine,complete,537,2007-06-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8566,8566
A14007,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8567,8567
A14008,Create Fine,complete,537,2007-06-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8568,8568
A14008,Payment,complete,NA,2007-06-13,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8569,8569
A14009,Create Fine,complete,537,2007-06-08,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8570,8570
A14009,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8571,8571
A14009,Insert Fine Notification,complete,NA,2007-09-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8572,8572
A14009,Add penalty,complete,NA,2007-11-06,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8573,8573
A14009,Payment,complete,NA,2008-10-14,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,8574,8574
A1401,Create Fine,complete,559,2006-08-20,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8575,8575
A1401,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,8576,8576
A1401,Insert Fine Notification,complete,NA,2006-12-27,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8577,8577
A1401,Add penalty,complete,NA,2007-02-25,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8578,8578
A1401,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8579,8579
A14011,Create Fine,complete,537,2007-06-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8580,8580
A14011,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8581,8581
A14011,Insert Fine Notification,complete,NA,2007-09-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8582,8582
A14011,Add penalty,complete,NA,2007-11-06,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8583,8583
A14011,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8584,8584
A14013,Create Fine,complete,537,2007-06-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8585,8585
A14013,Payment,complete,NA,2007-06-20,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8586,8586
A14014,Create Fine,complete,537,2007-06-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8587,8587
A14014,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8588,8588
A14014,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8589,8589
A14014,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8590,8590
A14014,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8591,8591
A14018,Create Fine,complete,537,2007-05-04,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,8592,8592
A14018,Payment,complete,NA,2007-06-13,NA,NA,NA,NA,NA,NA,NA,220,NA,22.0,NA,8593,8593
A14019,Create Fine,complete,537,2007-06-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8594,8594
A14019,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8595,8595
A14019,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8596,8596
A14019,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8597,8597
A14019,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8598,8598
A1402,Create Fine,complete,559,2006-08-20,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8599,8599
A1402,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,8600,8600
A1402,Insert Fine Notification,complete,NA,2006-12-22,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8601,8601
A1402,Payment,complete,NA,2007-02-01,NA,NA,NA,NA,NA,NA,NA,350,NA,35.0,NA,8602,8602
A1402,Add penalty,complete,NA,2007-02-20,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8603,8603
A1402,Payment,complete,NA,2007-03-08,NA,NA,NA,NA,NA,NA,NA,110,NA,46.0,NA,8604,8604
A14021,Create Fine,complete,537,2007-06-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8605,8605
A14021,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8606,8606
A14021,Insert Fine Notification,complete,NA,2007-08-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8607,8607
A14021,Add penalty,complete,NA,2007-10-29,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8608,8608
A14021,Payment,complete,NA,2007-11-07,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,8609,8609
A14021,Payment,complete,NA,2007-12-03,NA,NA,NA,NA,NA,NA,NA,380,NA,87.0,NA,8610,8610
A14022,Create Fine,complete,537,2007-06-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8611,8611
A14022,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8612,8612
A14024,Create Fine,complete,537,2007-06-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8613,8613
A14024,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8614,8614
A14024,Insert Fine Notification,complete,NA,2007-09-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8615,8615
A14024,Add penalty,complete,NA,2007-11-06,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8616,8616
A14024,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8617,8617
A14027,Create Fine,complete,537,2007-06-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8618,8618
A14027,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8619,8619
A14028,Create Fine,complete,537,2007-06-12,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8620,8620
A14028,Payment,complete,NA,2007-06-13,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8621,8621
A14031,Create Fine,complete,537,2007-06-13,360,158,NIL,NA,NA,NA,NA,NA,0,0.0,A,8622,8622
A14031,Payment,complete,NA,2007-06-15,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8623,8623
A14032,Create Fine,complete,537,2007-06-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8624,8624
A14032,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8625,8625
A14032,Insert Fine Notification,complete,NA,2007-09-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8626,8626
A14032,Add penalty,complete,NA,2007-11-06,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8627,8627
A14032,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8628,8628
A14033,Create Fine,complete,537,2007-06-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8629,8629
A14033,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8630,8630
A14033,Insert Fine Notification,complete,NA,2007-08-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8631,8631
A14033,Add penalty,complete,NA,2007-10-29,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8632,8632
A14033,Payment,complete,NA,2007-11-21,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,8633,8633
A14033,Payment,complete,NA,2007-12-21,NA,NA,NA,NA,NA,NA,NA,380,NA,87.0,NA,8634,8634
A14034,Create Fine,complete,537,2007-06-19,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8635,8635
A14034,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8636,8636
A14036,Create Fine,complete,537,2007-06-20,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8637,8637
A14036,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8638,8638
A14036,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8639,8639
A14036,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8640,8640
A14036,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8641,8641
A14038,Create Fine,complete,537,2007-06-20,740,158,NIL,NA,NA,NA,NA,NA,0,0.0,A,8642,8642
A14038,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8643,8643
A14038,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8644,8644
A14038,Add penalty,complete,NA,2007-10-27,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8645,8645
A14038,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8646,8646
A14041,Create Fine,complete,537,2007-06-20,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8647,8647
A14041,Payment,complete,NA,2007-06-26,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8648,8648
A14042,Create Fine,complete,537,2007-07-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8649,8649
A14042,Send Fine,complete,NA,2007-09-29,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8650,8650
A14042,Insert Fine Notification,complete,NA,2007-10-16,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8651,8651
A14042,Add penalty,complete,NA,2007-12-15,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8652,8652
A14042,Payment,complete,NA,2008-08-29,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,8653,8653
A14044,Create Fine,complete,537,2007-07-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8654,8654
A14044,Send Fine,complete,NA,2007-09-29,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8655,8655
A14044,Insert Fine Notification,complete,NA,2007-10-12,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8656,8656
A14044,Add penalty,complete,NA,2007-12-11,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8657,8657
A14044,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8658,8658
A14045,Create Fine,complete,537,2007-07-11,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8659,8659
A14045,Payment,complete,NA,2007-07-13,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8660,8660
A14048,Create Fine,complete,537,2007-07-13,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8661,8661
A14048,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8662,8662
A14048,Insert Fine Notification,complete,NA,2007-11-24,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8663,8663
A14048,Add penalty,complete,NA,2008-01-23,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8664,8664
A14048,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8665,8665
A14050,Create Fine,complete,537,2007-07-13,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8666,8666
A14050,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8667,8667
A14053,Create Fine,complete,541,2007-06-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8668,8668
A14053,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8669,8669
A14053,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8670,8670
A14053,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8671,8671
A14053,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8672,8672
A14054,Create Fine,complete,541,2007-06-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8673,8673
A14054,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8674,8674
A14055,Create Fine,complete,541,2007-06-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8675,8675
A14055,Payment,complete,NA,2007-06-28,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8676,8676
A14056,Create Fine,complete,541,2007-06-21,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8677,8677
A14056,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8678,8678
A14056,Insert Fine Notification,complete,NA,2007-09-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8679,8679
A14056,Add penalty,complete,NA,2007-11-06,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8680,8680
A14056,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8681,8681
A14059,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8682,8682
A14059,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8683,8683
A14059,Insert Fine Notification,complete,NA,2007-08-31,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8684,8684
A14059,Add penalty,complete,NA,2007-10-30,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8685,8685
A14059,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8686,8686
A1406,Create Fine,complete,559,2006-08-20,350,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,8687,8687
A1406,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,8688,8688
A1406,Insert Fine Notification,complete,NA,2006-12-27,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8689,8689
A1406,Add penalty,complete,NA,2007-02-25,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8690,8690
A1406,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8691,8691
A14060,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8692,8692
A14060,Payment,complete,NA,2007-06-29,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8693,8693
A14061,Create Fine,complete,541,2007-06-22,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,8694,8694
A14061,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8695,8695
A14063,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8696,8696
A14063,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8697,8697
A14063,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8698,8698
A14063,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8699,8699
A14063,Payment,complete,NA,2007-10-27,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,8700,8700
A14065,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8701,8701
A14065,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8702,8702
A14065,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8703,8703
A14065,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8704,8704
A14065,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8705,8705
A14067,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8706,8706
A14067,Payment,complete,NA,2007-06-25,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8707,8707
A14068,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8708,8708
A14068,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8709,8709
A14068,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8710,8710
A14068,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8711,8711
A14068,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8712,8712
A14069,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8713,8713
A14069,Payment,complete,NA,2007-07-14,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8714,8714
A1407,Create Fine,complete,559,2006-08-20,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8715,8715
A1407,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,8716,8716
A1407,Insert Fine Notification,complete,NA,2006-12-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8717,8717
A1407,Add penalty,complete,NA,2007-02-26,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8718,8718
A1407,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8719,8719
A14071,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8720,8720
A14071,Payment,complete,NA,2007-06-23,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8721,8721
A14072,Create Fine,complete,541,2007-06-22,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8722,8722
A14072,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8723,8723
A14072,Insert Fine Notification,complete,NA,2007-08-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8724,8724
A14072,Add penalty,complete,NA,2007-10-29,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8725,8725
A14072,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8726,8726
A14073,Create Fine,complete,541,2007-06-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8727,8727
A14073,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8728,8728
A14073,Insert Fine Notification,complete,NA,2007-08-29,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8729,8729
A14073,Add penalty,complete,NA,2007-10-28,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8730,8730
A14073,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8731,8731
A14079,Create Fine,complete,541,2007-06-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,M,8732,8732
A14079,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8733,8733
A1408,Create Fine,complete,559,2006-08-20,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,C,8734,8734
A1408,Send Fine,complete,NA,2006-12-14,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,8735,8735
A1408,Insert Fine Notification,complete,NA,2006-12-22,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8736,8736
A1408,Add penalty,complete,NA,2007-02-20,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8737,8737
A1408,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738,8738
A14080,Create Fine,complete,541,2007-06-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8739,8739
A14080,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8740,8740
A14080,Insert Fine Notification,complete,NA,2007-09-03,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8741,8741
A14080,Add penalty,complete,NA,2007-11-02,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8742,8742
A14080,Payment,complete,NA,2008-10-15,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,8743,8743
A14083,Create Fine,complete,541,2007-06-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8744,8744
A14083,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8745,8745
A14083,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8746,8746
A14083,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8747,8747
A14083,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8748,8748
A14084,Create Fine,complete,541,2007-06-23,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8749,8749
A14084,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8750,8750
A14084,Insert Fine Notification,complete,NA,2007-08-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8751,8751
A14084,Add penalty,complete,NA,2007-10-29,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8752,8752
A14084,Payment,complete,NA,2007-10-31,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,8753,8753
A14085,Create Fine,complete,541,2007-06-24,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8754,8754
A14085,Payment,complete,NA,2007-06-28,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,8755,8755
A14086,Create Fine,complete,541,2007-06-24,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8756,8756
A14086,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8757,8757
A14091,Create Fine,complete,541,2007-06-24,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8758,8758
A14091,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8759,8759
A14092,Create Fine,complete,541,2007-06-24,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8760,8760
A14092,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8761,8761
A14092,Insert Fine Notification,complete,NA,2007-08-29,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8762,8762
A14092,Add penalty,complete,NA,2007-10-28,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8763,8763
A14092,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8764,8764
A14099,Create Fine,complete,541,2007-06-24,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8765,8765
A14099,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8766,8766
A14099,Insert Fine Notification,complete,NA,2007-08-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8767,8767
A14099,Add penalty,complete,NA,2007-10-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8768,8768
A14099,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8769,8769
A14100,Create Fine,complete,541,2007-06-24,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,8770,8770
A14100,Send Fine,complete,NA,2007-08-22,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,8771,8771
A14100,Insert Fine Notification,complete,NA,2007-09-06,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,8772,8772
A14100,Add penalty,complete,NA,2007-11-05,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8773,8773
